dex,name,types,englishCategory,habitat,englishDex,hp,attack,defense,spAttack,spDefense,speed,sourceAbilities,evolution,sourceInspiration,artOrigin,referenceStatus,editableFolder,frontSprite,backSprite,icon,normalPalette,shinyPalette,productionProfile
365,Cambota,fighting/normal,Capoeira,Arauna Cities,"Found in Arauna Cities, Cambota is known as the Capoeira POKéMON. It carries a distinct Fighting/Normal affinity.",80,105,75,55,70,100,Determinação | Ritmo,,Capoeirista,procedural-concept-front-and-back,missing-created-from-dex-data,365_cambota,365_cambota/anim_front.png,365_cambota/back.png,365_cambota/icon.png,365_cambota/normal.pal,365_cambota/shiny.pal,365_cambota/candidate_profile.json
366,Berimbau,fairy/fighting,Instrument,Arauna Cities,"Berimbau lives in Arauna Cities. This Fairy/Fighting POKéMON embodies a part of Brazil's nature, folklore, or culture.",75,85,70,95,90,90,Encanto | Ritmo,,Berimbau,procedural-concept-front-and-back,missing-created-from-dex-data,366_berimbau,366_berimbau/anim_front.png,366_berimbau/back.png,366_berimbau/icon.png,366_berimbau/normal.pal,366_berimbau/shiny.pal,366_berimbau/candidate_profile.json
367,Atabaque,fighting/ground,Drum,Arauna Cities,"Atabaque, the Drum POKéMON, inhabits Arauna Cities. Its Fighting/Ground nature reflects Brazil's wildlife and legends.",95,110,95,60,85,50,Determinação | Ritmo,,Atabaque,procedural-concept-front-and-back,missing-created-from-dex-data,367_atabaque,367_atabaque/anim_front.png,367_atabaque/back.png,367_atabaque/icon.png,367_atabaque/normal.pal,367_atabaque/shiny.pal,367_atabaque/candidate_profile.json
368,Pandeirim,fairy/normal,Rhythm,Arauna Cities,"Found in Arauna Cities, Pandeirim is known as the Rhythm POKéMON. It carries a distinct Fairy/Normal affinity.",65,60,60,85,80,110,Encanto | Ritmo,,Pandeiro,procedural-concept-front-and-back,missing-created-from-dex-data,368_pandeirim,368_pandeirim/anim_front.png,368_pandeirim/back.png,368_pandeirim/icon.png,368_pandeirim/normal.pal,368_pandeirim/shiny.pal,368_pandeirim/candidate_profile.json
369,Sanfoninha,normal/fairy,Bellows,Arauna Backlands,"Sanfoninha lives in Arauna Backlands. This Normal/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",85,65,75,110,105,70,Encanto | Placidez,,Sanfona nordestina,procedural-concept-front-and-back,missing-created-from-dex-data,369_sanfoninha,369_sanfoninha/anim_front.png,369_sanfoninha/back.png,369_sanfoninha/icon.png,369_sanfoninha/normal.pal,369_sanfoninha/shiny.pal,369_sanfoninha/candidate_profile.json
370,Violeiro,grass/fairy,Viola,Arauna Backlands,"Violeiro, the Viola POKéMON, inhabits Arauna Backlands. Its Grass/Fairy nature reflects Brazil's wildlife and legends.",80,85,78,105,95,80,Colheita | Encanto,,Viola caipira,procedural-concept-front-and-back,missing-created-from-dex-data,370_violeiro,370_violeiro/anim_front.png,370_violeiro/back.png,370_violeiro/icon.png,370_violeiro/normal.pal,370_violeiro/shiny.pal,370_violeiro/candidate_profile.json
371,Zabumba,ground/fighting,Forro,Arauna Backlands,"Found in Arauna Backlands, Zabumba is known as the Forro POKéMON. It carries a distinct Ground/Fighting affinity.",105,105,90,70,90,55,Determinação | Ritmo,,Zabumba,procedural-concept-front-and-back,missing-created-from-dex-data,371_zabumba,371_zabumba/anim_front.png,371_zabumba/back.png,371_zabumba/icon.png,371_zabumba/normal.pal,371_zabumba/shiny.pal,371_zabumba/candidate_profile.json
372,Cordelim,psychic/fairy,Poet,Arauna Backlands,"Cordelim lives in Arauna Backlands. This Psychic/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",70,55,65,110,95,90,Presságio | Encanto,,Literatura de cordel,procedural-concept-front-and-back,missing-created-from-dex-data,372_cordelim,372_cordelim/anim_front.png,372_cordelim/back.png,372_cordelim/icon.png,372_cordelim/normal.pal,372_cordelim/shiny.pal,372_cordelim/candidate_profile.json
373,Rendeira,fairy/bug,Lace,Arauna Coast,"Rendeira, the Lace POKéMON, inhabits Arauna Coast. Its Fairy/Bug nature reflects Brazil's wildlife and legends.",75,60,80,105,110,85,Encanto | Enxame,,Rendeira do litoral,procedural-concept-front-and-back,missing-created-from-dex-data,373_rendeira,373_rendeira/anim_front.png,373_rendeira/back.png,373_rendeira/icon.png,373_rendeira/normal.pal,373_rendeira/shiny.pal,373_rendeira/candidate_profile.json
374,Escamoso,water/dark,Fish,Arauna Rivers,"Found in Arauna Rivers, Escamoso is known as the Fish POKéMON. It carries a distinct Water/Dark affinity.",85,95,88,70,80,80,Torrente | Intimidação,,Pirarara,procedural-concept-front-and-back,missing-created-from-dex-data,374_escamoso,374_escamoso/anim_front.png,374_escamoso/back.png,374_escamoso/icon.png,374_escamoso/normal.pal,374_escamoso/shiny.pal,374_escamoso/candidate_profile.json
375,Piranhita,water/dark,Schooling,Arauna Rivers,"Piranhita lives in Arauna Rivers. This Water/Dark POKéMON embodies a part of Brazil's nature, folklore, or culture.",55,90,50,55,50,95,Torrente | Enxame,,Piranha,procedural-concept-front-and-back,missing-created-from-dex-data,375_piranhita,375_piranhita/anim_front.png,375_piranhita/back.png,375_piranhita/icon.png,375_piranhita/normal.pal,375_piranhita/shiny.pal,375_piranhita/candidate_profile.json
376,Boitatã,fire/dragon,Serpent,Arauna Cerrado,"Boitatã, the Serpent POKéMON, inhabits Arauna Cerrado. Its Fire/Dragon nature reflects Brazil's wildlife and legends.",100,130,90,130,90,110,Chama | Escama Dracônica,,Boitatá (lenda),procedural-concept-front-and-back,missing-created-from-dex-data,376_boitata,376_boitata/anim_front.png,376_boitata/back.png,376_boitata/icon.png,376_boitata/normal.pal,376_boitata/shiny.pal,376_boitata/candidate_profile.json
377,Piraruaçu,water/dragon,River,Arauna Amazon,"Found in Arauna Amazon, Piraruaçu is known as the River POKéMON. It carries a distinct Water/Dragon affinity.",130,110,100,110,100,80,Torrente | Escama Dracônica,,Pirarucu mítico,procedural-concept-front-and-back,missing-created-from-dex-data,377_piraruacu,377_piraruacu/anim_front.png,377_piraruacu/back.png,377_piraruacu/icon.png,377_piraruacu/normal.pal,377_piraruacu/shiny.pal,377_piraruacu/candidate_profile.json
378,Mata-Mata,grass/dragon,Guardian,Arauna Amazon,"Mata-Mata lives in Arauna Amazon. This Grass/Dragon POKéMON embodies a part of Brazil's nature, folklore, or culture.",140,95,140,95,120,50,Espessura | Escama Dracônica,,Mata-matá (tartaruga),procedural-concept-front-and-back,missing-created-from-dex-data,378_mata-mata,378_mata-mata/anim_front.png,378_mata-mata/back.png,378_mata-mata/icon.png,378_mata-mata/normal.pal,378_mata-mata/shiny.pal,378_mata-mata/candidate_profile.json
379,Solaris,fire/psychic,Celestial,Arauna Highlands,"Solaris, the Celestial POKéMON, inhabits Arauna Highlands. Its Fire/Psychic nature reflects Brazil's wildlife and legends.",100,120,100,140,110,100,Chama | Presságio,,Sol personificado,procedural-concept-front-and-back,missing-created-from-dex-data,379_solaris,379_solaris/anim_front.png,379_solaris/back.png,379_solaris/icon.png,379_solaris/normal.pal,379_solaris/shiny.pal,379_solaris/candidate_profile.json
380,Selenê,dark/psychic,Celestial,Arauna Highlands,"Found in Arauna Highlands, Selenê is known as the Celestial POKéMON. It carries a distinct Dark/Psychic affinity.",100,100,120,140,120,90,Encanto | Presságio,,Lua personificada,procedural-concept-front-and-back,missing-created-from-dex-data,380_selene,380_selene/anim_front.png,380_selene/back.png,380_selene/icon.png,380_selene/normal.pal,380_selene/shiny.pal,380_selene/candidate_profile.json
381,Zumbi-Rei,fighting/dark,Quilombo,Arauna Cities,"Zumbi-Rei lives in Arauna Cities. This Fighting/Dark POKéMON embodies a part of Brazil's nature, folklore, or culture.",110,135,105,90,105,110,Determinação | Intimidação,,Zumbi dos Palmares,procedural-concept-front-and-back,missing-created-from-dex-data,381_zumbi-rei,381_zumbi-rei/anim_front.png,381_zumbi-rei/back.png,381_zumbi-rei/icon.png,381_zumbi-rei/normal.pal,381_zumbi-rei/shiny.pal,381_zumbi-rei/candidate_profile.json
382,Iemanjã,water/fairy,Queen,Arauna Coast,"Iemanjã, the Queen POKéMON, inhabits Arauna Coast. Its Water/Fairy nature reflects Brazil's wildlife and legends.",120,105,110,140,130,90,Torrente | Encanto,,Iemanjá (orixá),procedural-concept-front-and-back,missing-created-from-dex-data,382_iemanja,382_iemanja/anim_front.png,382_iemanja/back.png,382_iemanja/icon.png,382_iemanja/normal.pal,382_iemanja/shiny.pal,382_iemanja/candidate_profile.json
383,Oxumará,dragon/fairy,Rainbow,Arauna Coast,"Found in Arauna Coast, Oxumará is known as the Rainbow POKéMON. It carries a distinct Dragon/Fairy affinity.",100,115,100,135,120,125,Escama Dracônica | Encanto,,Oxumaré (orixá),procedural-concept-front-and-back,missing-created-from-dex-data,383_oxumara,383_oxumara/anim_front.png,383_oxumara/back.png,383_oxumara/icon.png,383_oxumara/normal.pal,383_oxumara/shiny.pal,383_oxumara/candidate_profile.json
384,Curupixel,grass/fairy,Mythical,Arauna Amazon,"Curupixel lives in Arauna Amazon. This Grass/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",95,115,95,115,115,110,Espessura | Presságio,,Curupira infantil,procedural-concept-front-and-back,missing-created-from-dex-data,384_curupixel,384_curupixel/anim_front.png,384_curupixel/back.png,384_curupixel/icon.png,384_curupixel/normal.pal,384_curupixel/shiny.pal,384_curupixel/candidate_profile.json
385,Sacinho,dark/fairy,Mythical,Arauna Cerrado,"Sacinho, the Mythical POKéMON, inhabits Arauna Cerrado. Its Dark/Fairy nature reflects Brazil's wildlife and legends.",95,110,95,115,115,120,Vento Veloz | Presságio,,Saci recém-nascido,procedural-concept-front-and-back,missing-created-from-dex-data,385_sacinho,385_sacinho/anim_front.png,385_sacinho/back.png,385_sacinho/icon.png,385_sacinho/normal.pal,385_sacinho/shiny.pal,385_sacinho/candidate_profile.json
386,Arauá,dragon/psychic,Origin,Arauna Highlands,"Found in Arauna Highlands, Arauá is known as the Origin POKéMON. It carries a distinct Dragon/Psychic affinity.",120,120,120,120,120,120,Presságio | Escama Dracônica,,Alma primordial de Arauana,procedural-concept-front-and-back,missing-created-from-dex-data,386_araua,386_araua/anim_front.png,386_araua/back.png,386_araua/icon.png,386_araua/normal.pal,386_araua/shiny.pal,386_araua/candidate_profile.json
